,Name,Author,Image URL,Cooking Time
280,Buttery Breakfast Casserole,Melissa Clark,https://static01.nyt.com/images/2015/12/23/dining/23SUB2APPE/23SUB2APPE-superJumbo.jpg,"1 1/2 hours, plus 4 hours or overnight chilling"
281,Irish Brown Soda Bread,David Tanis,https://static01.nyt.com/images/2015/12/30/dining/30KITCH2/30KITCH2-superJumbo.jpg,About 1 hour
282,Whole Roasted Cauliflower With Almond-Herb Sauce,Julia Moskin,https://static01.nyt.com/images/2018/10/24/dining/whole-roasted-cauliflower/whole-roasted-cauliflower-threeByTwoMediumAt2X.jpg,About 2 hours
283,"Skillet Chicken With Tomatoes, Pancetta and Mozzarella",Melissa Clark,https://static01.nyt.com/images/2016/01/03/multimedia/clark-skillet-chicken/clark-skillet-chicken-articleLarge-v2.jpg,45 minutes
284,Pork Chops in Pipian,Sam Sifton,https://static01.nyt.com/images/2016/01/10/magazine/10eat1/10mag-10eat-t_CA0-superJumbo.jpg,1 Hour
285,Boeuf à la Mode,Tamar Adler,https://static01.nyt.com/images/2016/01/17/magazine/17eat/17mag-17eat-t_CA1-superJumbo.jpg,"6 hours, plus resting"
286,Ham and Bean Soup With Collard Greens,Melissa Clark,https://static01.nyt.com/images/2016/01/13/dining/13APPE3/13APPE3-superJumbo.jpg,1 hour
287,Pizza With Sweet and Hot Peppers,David Tanis,https://static01.nyt.com/images/2016/01/20/dining/20KITCH1/20KITCH1-superJumbo.jpg,"1 hour, using prepared dough"
288,Steak Diane for Two,Mark Bittman,https://static01.nyt.com/images/2018/08/15/arts/10COOKING-STEAKDIANE1/10COOKING-STEAKDIANE1-superJumbo.jpg,20 minutes
289,Jimbojean's Chicken,Dulcie Leimbach,https://static01.nyt.com/applications/cooking/a9ea0b6/assets/8.png?1,"1 hour, plus overnight refrigeration"
290,Sourdough Starter,Oliver Strand,https://static01.nyt.com/images/2016/03/23/dining/23SOURDOUGH1/23SOURDOUGH1-superJumbo.jpg,4 to 8 days
291,Roasted Sweet Potatoes With Horseradish Butter,Melissa Clark,https://static01.nyt.com/images/2015/11/12/multimedia/clark-sweet-potato/clark-sweet-potato-superJumbo.jpg,"About 1 1/4 to 2 hours, plus chilling"
292,Soy-Sauce-Pickled Eggs,Sam Sifton,https://static01.nyt.com/images/2015/11/29/magazine/29eat1/29eat1-superJumbo.jpg,8 hours
293,Black Cake,Julia Moskin,https://static01.nyt.com/images/2017/12/18/dining/18COOKING-BLACK-CAKE/18COOKING-BLACK-CAKE-videoSixteenByNineJumbo1600.jpg," 4 hours, plus 2 days’ macerating"
294,Baked Clams,Tamar Adler,https://static01.nyt.com/images/2015/12/13/magazine/13eat1/13mag-13eat-t_CA1-superJumbo.jpg,About 1 hour
295,Whole Roasted New York Strip Loin,David Tanis,https://static01.nyt.com/images/2015/12/16/dining/16KITCH2/16KITCH2-superJumbo.jpg,"1 1/2 hours, plus seasoning"
296,Chicken Breasts With Tomatoes and Capers,Pierre Franey,https://static01.nyt.com/images/2015/08/14/dining/14CHICKENBREASTS/14CHICKENBREASTS-superJumbo.jpg,20 minutes
297,Modern Timpano,Melissa Clark,https://static01.nyt.com/images/2015/12/10/multimedia/clark-timpano/clark-timpano-superJumbo.jpg,"3 hours, plus cooling time"
298,David Firestone's Latkes,The New York Times,https://static01.nyt.com/images/2013/11/06/dining/06MASHUP_SPAN/06MASHUP-superJumbo.jpg,1 hour
299,Greek-Style Nachos,Mark Bittman,https://static01.nyt.com/images/2014/04/09/dining/greekstylenachos/greekstylenachos-superJumbo.jpg,45 minutes
300,Black Bean and Poblano Tacos,David Tanis,https://static01.nyt.com/images/2013/10/02/dining/02KITCH2/02KITCH2-superJumbo.jpg,"30 minutes, plus time to soak and cook beans"
301,Palm Sugar Pecan Pie,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/palm-sugar-pecan-pie/palm-sugar-pecan-pie-superJumbo.jpg,2.5 Hrs
302,San Antonio Margarita,Sam Sifton,https://static01.nyt.com/images/2015/12/06/magazine/san-antonio-margarita/san-antonio-margarita-superJumbo-v3.jpg,5 minutes
303,Green-Peppercorn Guacamole,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/green-peppercorn-guacamole/green-peppercorn-guacamole-superJumbo-v5.jpg,20 min
304,Rau Ram Pico de Gallo,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/rau-ram-pico-de-gallo/rau-ram-pico-de-gallo-superJumbo-v3.jpg,15 minutes
305,Charred Tomatillo Jaew,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/charred-tomatillo-jaew/charred-tomatillo-jaew-superJumbo.jpg,20 minutes
306,Savory Burmese Slaw,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/savory-burmese-slaw/savory-burmese-slaw-superJumbo-v2.jpg,15 minutes
307,Chipotle Kewpie,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/chipotle-kewpie/chipotle-kewpie-superJumbo.jpg,5 minutes
308,Quealy Watson’s Cabrito,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/quealys-watsons-cabrito/quealys-watsons-cabrito-superJumbo.jpg,6 hours
309,South Texas Barbecued Duck,Sam Sifton,https://static01.nyt.com/images/2015/11/30/magazine/SouthTexasBarbecuedDuck/SouthTexasBarbecuedDuck-superJumbo.jpg,5 Hrs
310,Quealy’s Queso,Sam Sifton,https://static01.nyt.com/images/2015/12/06/magazine/06quealysqueso/06quealysqueso-superJumbo-v3.jpg,10 minutes
311,Edna Lewis’s Garden Strawberry Preserves,Francis Lam,https://static01.nyt.com/images/2015/11/01/magazine/01edna-lewis-southern-slide-2CZO/01edna-lewis-southern-slide-2CZO-superJumbo.jpg,
312,Edna Lewis’s Corn Muffins,Francis Lam,https://static01.nyt.com/images/2015/11/01/magazine/01cornmuffins/01cornmuffins-superJumbo.jpg,35 minutes
313,Savory Dutch Baby,Melissa Clark,https://static01.nyt.com/images/2018/10/30/dining/mc-savory-dutch-baby/mc-savory-dutch-baby-threeByTwoMediumAt2X.jpg,45 minutes
314,Rick Easton’s Pizza With Peppers,Mark Bittman,https://static01.nyt.com/images/2015/11/08/magazine/08eat1/08mag-08eat-t_CA2-superJumbo.jpg,"1 hour, plus rising"
315,Rick Easton's Pizza With Potatoes,Mark Bittman,https://static01.nyt.com/images/2015/11/08/magazine/08eat3/08mag-08eat-t_CA0-superJumbo.jpg,"1 hour, plus rising"
316,Cranberry-Orange Jelly,Julia Moskin,https://static01.nyt.com/images/2015/10/27/dining/27COOKING-CRANORGJELLY2/27COOKING-CRANORGJELLY2-superJumbo.jpg,"20 minutes, plus at least 3 hours’ chilling"
317,Apple Cranberry Slab Pie,Melissa Clark,https://static01.nyt.com/images/2014/11/04/dining/apple-cranberry-slab-pie/apple-cranberry-slab-pie-superJumbo.jpg,"2 1/2 hours, plus 1 hour chilling"
318,Classic Cranberry Sauce,Julia Moskin,https://static01.nyt.com/images/2015/10/12/dining/12CRANBERRYSAUCE1/12CRANBERRYSAUCE1-superJumbo.jpg,"15 minutes, plus chilling"
319,Classic Last-Minute Gravy,Kim Severson,https://static01.nyt.com/applications/cooking/d3f9aa5/assets/40.png?1,25 minutes
320,Fiery Sweet Potatoes,Julia Moskin,https://static01.nyt.com/images/2015/10/26/dining/26COOKING-FIERYSWEETPOTATOES1/26COOKING-FIERYSWEETPOTATOES1-superJumbo.jpg,2 hours
321,Classic Mashed Potatoes,Julia Moskin,https://static01.nyt.com/images/2017/11/08/dining/08COOKING-MASHED2/26COOKING-MASHED2-videoSixteenByNineJumbo1600.jpg,About 45 minutes
322,Julia Child’s Aunt Helen’s Fluffy Pumpkin Pie,Julia Moskin,https://static01.nyt.com/images/2015/11/18/dining/19JULIAREX3/19JULIAREX3-superJumbo.jpg,2 hours
323,Sautéed Brussels Sprouts and Apple With Prosciutto,Melissa Clark,https://static01.nyt.com/images/2015/11/18/dining/18APPE3-WEB/18APPE3-WEB-superJumbo.jpg,"30 minutes, plus freezing"
324,Stuffed Boneless Turkey Breast With White Wine Gravy,Julia Moskin,https://static01.nyt.com/images/2015/11/18/dining/18JULIAREX1/18JULIAREX1-superJumbo.jpg,3 hours
325,French Toast With Cinnamon Plums,Nigella Lawson,https://static01.nyt.com/images/2015/11/19/dining/19COOKING-PLUMSFRENCHTOAST/19COOKING-PLUMSFRENCHTOAST-superJumbo.jpg,25 Minutes
326,"Turkey Pita With Cabbage, Cucumbers and Tahini Dressing",David Tanis,https://static01.nyt.com/images/2015/11/25/dining/25KITCH04/25KITCH04-superJumbo.jpg,30 minutes
327,Roasted Squash and Radicchio Salad With Buttermilk Dressing,Melissa Clark,https://static01.nyt.com/images/2015/11/20/multimedia/clark-squash-salad/clark-squash-salad-superJumbo.jpg,1 hour
328,Creamed Turkey With Sweet Potato Biscuits,David Tanis,https://static01.nyt.com/images/2015/11/25/dining/25KITCH02/25KITCH02-superJumbo.jpg,40 minutes
329,"Turkey Pie With Potatoes, Squash, Chard and Cheddar",David Tanis,https://static01.nyt.com/images/2015/11/25/dining/25KITCH06/25KITCH06-superJumbo.jpg,1 1/2 hours
330,Edna Lewis’s Biscuits,Francis Lam,https://static01.nyt.com/images/2019/01/24/dining/el-biscuits/el-biscuits-threeByTwoMediumAt2X.jpg,
331,Grilled Bone-In Rib-Eye Steaks With Blue Cheese,Melissa Clark,https://static01.nyt.com/images/2015/08/12/multimedia/clark-steak-cheese/clark-steak-cheese-superJumbo.jpg,"30 minutes, plus 30 minutes' marinating"
332,Cheesy Hasselback Potato Gratin,Emily Weinstein,https://static01.nyt.com/images/2015/09/30/dining/30COOKBOOK1/30COOKBOOK1-superJumbo-v2.jpg,About 2 hours
333,Salt-and-Pepper Roast Chicken,Melissa Clark,https://static01.nyt.com/images/2015/09/21/multimedia/clark-roast-chicken/clark-roast-chicken-threeByTwoMediumAt2X-v4.jpg,"1 hour 15 minutes, plus marinating"
334,Meera Sodha’s Naan,Sam Sifton,https://static01.nyt.com/images/2015/10/18/magazine/18eat2/18mag-18eat-t_CA0-superJumbo.jpg,90 minutes
335,Meera Sodha’s Chicken Curry,Sam Sifton,https://static01.nyt.com/images/2015/10/18/magazine/18eat1/18eat1-threeByTwoMediumAt2X-v2.jpg,60 minutes
336,West Indian Lamb Curry,Melissa Clark,https://static01.nyt.com/images/2015/10/13/multimedia/clark-lamb-curry/clark-lamb-curry-superJumbo.jpg,"2 hours, plus marinating"
337,Jerk Ribs,Sam Sifton,https://static01.nyt.com/images/2015/10/25/magazine/25eat1/25mag-25eat-t_CA0-superJumbo.jpg,3 1/2 hours
338,Shredded Tofu and Shiitake Stir-Fry,Melissa Clark,https://static01.nyt.com/images/2015/10/22/multimedia/clark-tofu/clark-tofu-superJumbo.jpg,20 minutes
339,Trini Chana and Aloo,Francis Lam,https://static01.nyt.com/images/2015/10/04/magazine/04eat/04mag-04eat-t_CA0-superJumbo.jpg,1 1/2 hours
340,Spicy Fried Shrimp With Green Chutney,David Tanis,https://static01.nyt.com/images/2015/10/07/dining/07KITCHEN1/07KITCHEN1-superJumbo.jpg,40 minutes
341,Sheet-Pan Roasted Fish With Sweet Peppers,Melissa Clark,https://static01.nyt.com/images/2015/10/07/dining/07APPE1/07APPE1-superJumbo.jpg,40 minutes
342,Ruth Reichl’s Chicken Diavolo,Kim Severson,https://static01.nyt.com/images/2015/09/18/dining/18CHICKENDIAVOLO/18CHICKENDIAVOLO-superJumbo.jpg,"45 minutes, plus up to two days' steeping and marinating"
343,Orange Beef,Sam Sifton,https://static01.nyt.com/images/2015/09/23/dining/23PANTRY3/23PANTRY3-superJumbo.jpg,30 minutes
344,Roasted Vegetables,Melissa Clark,https://static01.nyt.com/images/2015/09/23/dining/23ROASTEDVEGETABLES/23ROASTEDVEGETABLES-videoSixteenByNineJumbo1600-v2.jpg,30 minutes to 1 hour
345,Baby Bok Choy With Oyster Sauce,Sam Sifton,https://static01.nyt.com/images/2015/09/23/dining/23PANTRY2/23PANTRY2-superJumbo.jpg,10 minutes
346,"Pasta With Bacon, Cheese, Lemon and Pine Nuts",Julia Moskin,https://static01.nyt.com/images/2017/10/20/dining/lemon-pasta/lemon-pasta-videoSixteenByNineJumbo1600-v2.jpg,30 minutes
347,Miso Chicken,Sam Sifton,https://static01.nyt.com/images/2017/03/25/dining/23PANTRY1/23PANTRY1-threeByTwoMediumAt2X-v3.jpg,45 minutes
348,Lucy Buffett’s Oyster Dressing,Kim Severson,https://static01.nyt.com/images/2014/11/19/dining/19ALABAMA/19ALABAMA-superJumbo.jpg,1 hour 15 minutes
349,Mofongo Stuffing,Jeff Gordinier,https://static01.nyt.com/images/2014/11/19/dining/19PUERTORICO/19PUERTORICO-superJumbo.jpg,50 minutes
350,Grape Salad,David Tanis,https://static01.nyt.com/images/2014/11/19/dining/19MINNESOTA/19MINNESOTA-superJumbo.jpg,"30 minutes, plus at least 1 hour chilling time"
351,Du Pont Turkey With Truffled Zucchini Stuffing,Florence Fabricant,https://static01.nyt.com/images/2014/11/19/dining/19DELAWARE/19DELAWARE-superJumbo.jpg,"4 hours, plus overnight chilling"
352,Vermont Cheddar Mashed Potatoes,David Tanis,https://static01.nyt.com/images/2018/11/14/dining/vermont-cheddar-mashed-potatoes/vermont-cheddar-mashed-potatoes-threeByTwoMediumAt2X.jpg,45 minutes
353,Hasselback Potatoes With Garlic-Paprika Oil,Julia Moskin,https://static01.nyt.com/images/2014/11/19/dining/19IDAHO/19IDAHO-superJumbo.jpg,1 hour 15 minutes
354,Really Big Beets,Tara Parker-Pope,https://static01.nyt.com/images/2014/11/14/science/13VEGTHANXBEET/13VEGTHANXBEET-superJumbo.jpg,45 to 90 minutes
355,Three Sisters Stew,Sam Sifton,https://static01.nyt.com/images/2014/11/19/dining/19WYOMING/19WYOMING-superJumbo.jpg,1 hour 40 minutes
356,Glazed Bacon,Florence Fabricant,https://static01.nyt.com/images/2014/11/19/dining/19PENNSYLVANIA/19PENNSYLVANIA-superJumbo.jpg,40 minutes
357,Wild Rice With Mushrooms,Ligaya Mishan,https://static01.nyt.com/images/2014/11/19/dining/19WISCONSIN/19WISCONSIN-superJumbo.jpg,50 minutes
358,Lefse,Sam Sifton,https://static01.nyt.com/images/2014/11/19/dining/19NORTHDAKOTA/19NORTHDAKOTA-superJumbo.jpg,"2 hours 20 minutes, plus 3 to 12 hours’ resting"
359,Harvey House Candied Sweet Potatoes,Melissa Clark,https://static01.nyt.com/images/2014/11/19/dining/19KANSAS/19KANSAS-superJumbo.jpg,1 hour 15 minutes
360,Fastest Roast Turkey,Sam Sifton,https://static01.nyt.com/images/2014/10/20/multimedia/thanksgiving-fast-turkey/thanksgiving-fast-turkey-superJumbo.jpg,About 2 hours
361,Beef Short Ribs with Star Anise and Tangerine,David Tanis,https://static01.nyt.com/images/2014/12/03/dining/03KITCH1_HORIZ/03KITCH1_HORIZ-superJumbo.jpg,"2 1/2 hours, plus marinating"
362,Schmaltz Latkes,Melissa Clark,https://static01.nyt.com/images/2014/12/10/dining/10JPSCHMALTZ1/10JP-SCHMALTZ1-superJumbo.jpg,20 minutes
363,Fried Eggplant With Chickpeas and Mint Chutney,Melissa Clark,https://static01.nyt.com/images/2015/08/04/multimedia/clark-fried-eggplant/clark-fried-eggplant-superJumbo.jpg,45 minutes
364,Cheater’s Pickles,Kim Severson,https://static01.nyt.com/images/2015/09/02/dining/02DORAWEB7/02DORAWEB7-superJumbo.jpg,About 45 minutes
365,Roast Chickens With Plums,Melissa Clark,https://static01.nyt.com/images/2015/09/01/multimedia/clark-chicken-plums/clark-chicken-plums-superJumbo.jpg,"1 1/2 hours, plus marinating"
366,Lucky Peach Lamb Burgers,Sam Sifton,https://static01.nyt.com/images/2015/09/06/magazine/06eat2/06mag-06eat-t_CA0-superJumbo.jpg,About 20 minutes
367,Fatty Crab's Chili Crab,Matt Lee And Ted Lee,https://static01.nyt.com/images/2014/05/27/dining/Crab/Crab-articleLarge.jpg,About 20 minutes
368,Crab With Crisp Bitter Greens,Sam Sifton,https://static01.nyt.com/images/2013/07/14/magazine/14eat3/14eat3-articleLarge-v2.jpg,About 30 minutes
369,Tomato Nam Prik,Mark Bittman,https://static01.nyt.com/images/2015/08/16/magazine/16eat5_tomato/16eat5_tomato-superJumbo.jpg,15 minutes
370,Bourbon Balsamic Syrup,Mark Bittman,https://static01.nyt.com/images/2015/08/16/magazine/16eat2_bourbon/16eat2_bourbon-superJumbo.jpg,20 minutes
371,Blue Butter,Mark Bittman,https://static01.nyt.com/images/2015/08/16/magazine/16eat3_butter/16eat3_butter-superJumbo.jpg,10 minutes
372,"Spicy Smashed Cucumbers With Lime, Honey and Croutons",Julia Moskin,https://static01.nyt.com/images/2015/08/18/dining/18CUKE/18CUKE-superJumbo.jpg,45 minutes
373,Chinese Smashed Cucumbers With Sesame Oil and Garlic,Julia Moskin,https://static01.nyt.com/images/2015/08/19/dining/19CUKE1/19CUKE1-superJumbo.jpg,40 minutes
374,Summer Berry Buckle,Melissa Clark,https://static01.nyt.com/images/2015/08/24/dining/24BERRYBUCKLE/24BERRYBUCKLE-superJumbo.jpg,1 hour
375,Quick Fresh Tomato Sauce,David Tanis,https://static01.nyt.com/images/2015/08/26/dining/26KITCHEN1/26KITCHEN1-superJumbo.jpg,30 minutes
376,Pasta With Fresh Tomato Sauce and Ricotta,David Tanis,https://static01.nyt.com/images/2019/06/20/dining/dt-fresh-tomato-sauce-and-pasta/merlin_156440943_4f0730f8-2fa0-4921-8f68-935180fc474e-threeByTwoMediumAt2X.jpg,30 minutes
377,Liège Waffles,Ligaya Mishan,https://static01.nyt.com/images/2015/08/26/dining/26CLOSE3/26CLOSE3-superJumbo.jpg,"1 hour preparation, plus time for proofing and refrigeration"
378,Grilled Sesame Lime Chicken Breasts,Melissa Clark,https://static01.nyt.com/images/2019/06/27/dining/grilled-sesame-lime-chicken2/grilled-sesame-lime-chicken2-threeByTwoMediumAt2X.jpg,"30 minutes, plus at least 1 hour marinating"
379,Zucchini Parmesan,Martha Rose Shulman,https://static01.nyt.com/images/2015/07/15/dining/15MARTHA/15MARTHA-superJumbo.jpg,About 1½ hours
380,Smoky Eggplant Salad With Yogurt and Mint,David Tanis,https://static01.nyt.com/images/2015/07/22/dining/22KITCH2/22KITCH2-superJumbo.jpg,40 minutes
381,Spicy Eggplant Salad With Sesame Oil,David Tanis,https://static01.nyt.com/images/2015/07/22/dining/22KITCH3/22KITCH3-superJumbo.jpg,40 minutes
382,Steamed Clams,Sam Sifton,https://static01.nyt.com/images/2015/08/09/magazine/09eat1/09mag-09eat-t_CA0-superJumbo.jpg,10 minutes
383,Fried Zucchini With Pecorino and Hot Pepper,David Tanis,https://static01.nyt.com/images/2015/08/04/realestate/ZUCCHINI-slide-AWMS/ZUCCHINI-slide-AWMS-superJumbo.jpg,30 minutes
384,Jalapeño Brown Butter,Sam Sifton,https://static01.nyt.com/applications/cooking/c1085ae/assets/44.png?1,10 minutes
385,Tomato Salad With Anchovy Toasts,David Tanis,https://static01.nyt.com/images/2015/08/05/dining/TOMATO-slide-KEZJ/TOMATO-slide-KEZJ-superJumbo.jpg,20 minutes
386,Grilled Skirt Steak With Smoky Eggplant Chutney,John Willoughby And Chris Schlesinger,https://static01.nyt.com/images/2014/03/05/dining/05steak/05steak-superJumbo.jpg,25 minutes
387,Grilled Pork Belly With Soy-Mirin Glaze,Florence Fabricant,https://static01.nyt.com/images/2014/04/03/dining/Grilled-Pork-Belly/Grilled-Pork-Belly-superJumbo.jpg,1 1/2 hours
388,Summer-Squash Casserole,Julia Reed,https://static01.nyt.com/images/2019/08/01/dining/jr-summer-squash-casserole/merlin_158598327_30601548-ee07-443c-8f95-913b074e5c72-threeByTwoMediumAt2X.jpg,About 1 hour
389,Star Anise Brine,Sam Sifton,https://static01.nyt.com/images/2012/12/09/magazine/09eat3/09eat3-articleLarge.jpg,30 minutes
390,Coconut Kale,Sam Sifton,https://static01.nyt.com/images/2014/04/29/dining/Grilled-Coconut-Kale/Grilled-Coconut-Kale-articleLarge.jpg,"20 minutes, plus at least 4 hours' refrigeration"
391,Panzanella With Mozzarella and Herbs,Melissa Clark,https://static01.nyt.com/images/2015/07/08/dining/08APPE2/08APPE2-superJumbo.jpg,45 minutes
392,Make-Ahead Fried Chicken,Melissa Clark,https://static01.nyt.com/images/2015/07/02/multimedia/clark-fried-chicken/clark-fried-chicken-superJumbo.jpg,"1 hour, plus at least 4 hours' marinating"
393,Barbecued Chicken,Sam Sifton,https://static01.nyt.com/images/2015/07/15/dining/15JPGRILL1/15JPGRILL1-superJumbo-v4.jpg,45 minutes
394,Simple Barbecue Sauce,John Willoughby,https://static01.nyt.com/images/2015/07/15/dining/15GRILLSAUCE/15GRILLSAUCE-superJumbo.jpg,10 minutes
395,Grilled Baby Back Ribs,Sam Sifton,https://static01.nyt.com/images/2016/05/27/dining/27BARBECUEDRIBS/27BARBECUEDRIBS-videoSixteenByNineJumbo1600.jpg,30 minutes
396,Sweet and Spicy Fruit Salad,Melissa Clark,https://static01.nyt.com/images/2015/07/15/dining/15APPE1/15APPE1-superJumbo.jpg,25 minutes
397,Grilled Romaine,Sam Sifton,https://static01.nyt.com/images/2015/07/15/dining/15JPGRILL3/15JPGRILL3-superJumbo.jpg,15 minutes
398,Grilled Corn,Sam Sifton,https://static01.nyt.com/images/2015/07/15/dining/15CORN/15CORN-threeByTwoMediumAt2X-v2.jpg,30 minutes
399,Chicken in Mustard Sauce,Jacques Pépin,https://static01.nyt.com/images/2015/10/15/dining/15RECIPE17DIN/15RECIPE17DIN-superJumbo.jpg,35 minutes
400,Perfect Peach Pie,Sam Sifton,https://static01.nyt.com/images/2015/07/12/magazine/12eat1/12mag-12eat-t_CA0-superJumbo.jpg,2 hours
401,Caramelized Brown Butter Rice Krispies Treats,Julia Moskin,https://static01.nyt.com/images/2017/01/29/dining/29COOKING-CRMLZDKRISPIETREAT1/29COOKING-CRMLZDKRISPIETREAT1-videoSixteenByNineJumbo1600.jpg,15 minutes
402,Watermelon Popsicles,Mark Bittman,https://static01.nyt.com/images/2014/05/12/dining/Popsicles/Popsicles-superJumbo.jpg,"15 minutes, plus freezing"
403,Nathalie Dupree’s Liberty Cobbler,Nancy Harmon Jenkins,https://static01.nyt.com/images/2015/06/10/dining/10SUBLIBERTYCOBBLER/10SUBLIBERTYCOBBLER-superJumbo.jpg,About 1 hour 15 minutes
404,Red Velvet Cake,Kim Severson,https://static01.nyt.com/images/2014/05/14/dining/14REDVELVET/14REDVELVET-superJumbo-v4.jpg,1 hour
405,Julia Child's Berry Clafoutis,Julia Moskin,https://static01.nyt.com/images/2012/08/15/dining/15MYFAVORITE2/15MYFAVORITE2-superJumbo-v2.jpg,1 hour
406,Chocolate Chip Cookies,David Leite,https://static01.nyt.com/images/2018/09/14/dining/DL-chocolate-chip-cookies-horizontal/merlin_23916029_87731399-2cde-458d-997f-afdeadb76ecd-threeByTwoMediumAt2X.jpg,"45 minutes, plus chilling"
407,Eastern North Carolina-Style Barbecue Sauce,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20HIT_BBQSAUCE/20HIT_BBQSAUCE-superJumbo.jpg,"10 minutes, plus 2 months' storage"
408,Inside-Out Lamb Cheeseburgers,Mark Bittman,https://static01.nyt.com/images/2014/12/30/dining/bittman-lamb-cheeseburger/bittman-lamb-cheeseburger-superJumbo.jpg,20 minutes
409,Grilled Shrimp With Wilted Spinach and Peaches,John Willoughby And Chris Schlesinger,https://static01.nyt.com/images/2014/03/05/dining/05shrimp/05shrimp-superJumbo.jpg,About 40 minutes
410,Lemon and Thyme Grilled Chicken Breasts,Melissa Clark,https://static01.nyt.com/images/2015/06/17/multimedia/clark-grilled-chicken/clark-grilled-chicken-superJumbo.jpg,"30 minutes, plus 1 hour marinating"
411,Spicy Grilled Chicken With Tomato-Cucumber Relish,John Willoughby And Chris Schlesinger,https://static01.nyt.com/images/2014/02/20/dining/recipes-spicedrubbedgrilledchicken/recipes-spicedrubbedgrilledchicken-superJumbo.jpg,About 45 minutes
412,Grilled Pork Chops With Cherry Sauce,Mark Bittman,https://static01.nyt.com/images/2014/06/16/magazine/mag-22eat-03/mag-22eat-03-superJumbo.jpg,"30 minutes, plus time for marinating"
413,Deluxe Cheesecake,Craig Claiborne,https://static01.nyt.com/images/2015/06/11/multimedia/classic-cheesecake/classic-cheesecake-superJumbo.jpg,2 hours
414,East Coast Grill’s Cornbread,Sam Sifton,https://static01.nyt.com/images/2015/07/06/dining/06CORNBREAD/06CORNBREAD-superJumbo.jpg,1 hour 15 minutes
415,Sweet and Spicy Grilled Chicken Breasts,Melissa Clark,https://static01.nyt.com/images/2015/06/22/dining/22GRILLCHIXSWEETSOUR/22GRILLCHIXSWEETSOUR-threeByTwoMediumAt2X-v2.jpg,"30 minutes, plus 1 hour marinating"
416,Coffee-Chile Dry Rub,Matt Lee And Ted Lee,https://static01.nyt.com/images/2015/07/01/dining/20150701STEAK-slide-239P/20150701STEAK-slide-239P-superJumbo.jpg,5 minutes
417,Rosie Schaap's Cuba Libre,Rosie Schaap,https://static01.nyt.com/images/2014/05/20/multimedia/sumdrinks-cubalibre-site/sumdrinks-cubalibre-site-superJumbo.jpg,5 minutes
418,"Roast Chicken With Couscous, Dates and Buttered Almonds",Julia Moskin,https://static01.nyt.com/images/2015/06/17/dining/17JPRAMADAN3/17JPRAMADAN3-videoSixteenByNineJumbo1600-v2.jpg,90 minutes
419,Dates With Cream and Chopped Pistachios,Julia Moskin,https://static01.nyt.com/images/2015/06/17/dining/17MAFFEI/17MAFFEI-superJumbo.jpg,20 minutes
420,Fresh Ricotta,Melissa Clark,https://static01.nyt.com/images/2012/03/30/dining/video-clarkricotta/video-clarkricotta-articleLarge.jpg,About 30 minutes
421,April Bloomfield's Pot-Roasted Artichokes With White Wine,The New York Times,https://static01.nyt.com/images/2015/05/20/t-magazine/20beddie-bloomfield/20beddie-bloomfield-superJumbo.jpg,50 minutes
422,Sam Sifton's Pan Con Tomate,Sam Sifton,https://static01.nyt.com/images/2013/08/18/magazine/18eat/18eat-superJumbo-v2.jpg,15 minutes
423,Bulgogi (Korean Grilled Beef),Julia Moskin,https://static01.nyt.com/images/2015/06/03/dining/maangchi-moskinSUB/maangchi-moskinSUB-superJumbo.jpg,"About an hour, plus time to marinate"
424,Green Garlic Toast,Melissa Clark,https://static01.nyt.com/images/2015/05/26/multimedia/clark-garlic-crostini/clark-garlic-crostini-superJumbo.jpg,15 minutes
425,Grilled Broccoli,Sam Sifton,https://static01.nyt.com/images/2015/06/10/dining/10COOKBOOK3/10COOKBOOK3-superJumbo.jpg,30 minutes
426,St. Anselm’s Iceberg Wedge Salad,Sam Sifton,https://static01.nyt.com/images/2015/06/11/dining/wedge-salad/wedge-salad-superJumbo.jpg,30 minutes
427,Fast Vietnamese Caramel Bluefish,Melissa Clark,https://static01.nyt.com/images/2015/06/10/dining/10APPE1/10APPE1-superJumbo.jpg,20 minutes
428,Pulled Lamb Shoulder,Sam Sifton,https://static01.nyt.com/images/2015/06/10/dining/10COOKBOOK1/10COOKBOOK1-superJumbo.jpg,6 to 7 hours
429,Three-Cup Chicken,Sam Sifton,https://static01.nyt.com/images/2016/06/06/dining/06COOKING-THREECUPCHICKEN1/06COOKING-THREECUPCHICKEN1-videoSixteenByNineJumbo1600-v2.jpg,30 minutes
430,Spicy Coleslaw,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20HIT_COLESLAW/20HIT_COLESLAW-superJumbo.jpg,"10 minutes, plus hours' refrigeration"
431,Crunchy Roasted Za’atar Chickpeas,Melissa Clark,https://static01.nyt.com/images/2015/05/27/dining/27COOKBOOK1/27COOKBOOK1-superJumbo.jpg,"35 minutes, plus 1 hour resting"
